,id,hash,series_id,tournament_id,event_id,version,minor_version,dataset_id,dataset_version,platform_id,ladder_id,rated,winning_team_id,builtin_map_id,map_size_id,map_name,event_map_id,rms_zr,rms_custom,rms_seed,guard_state,fixed_positions,direct_placement,effect_quantity,played,added,platform_match_id,duration,completed,restored,postgame,type_id,difficulty_id,population_limit,map_reveal_choice_id,cheats,speed_id,lock_teams,mirror,diplomacy_type,team_size,starting_resources_id,starting_age_id,victory_condition_id,team_together,all_technologies,lock_speed,multiqueue,lobby_name,treaty_length,build,map_tiles,has_playback,game_version,save_version,version_id,hc,starting_palisades,starting_town_centers,starting_walls,state_reader_interval,state_reader_runtime,state_reader_version,platform_metadata,water_percent,lobby_private,lobby_opened,server,log_version
0,1838387,dd6eecd9d1e9eb263abf648ee00d9d49bc7a9e0a,199818864,3032141acdc35ab4d482ab4a-bcc2_s2,bcc2,,,0,1.0c,igz,,,1,23.0,144,Team Islands,,False,False,,False,False,False,False,2009-03-29 12:30:32.000000,2020-04-17 23:19:42.546751,,0 days 00:37:11.370000000,True,False,False,0,3,200,0,False,150,True,True,1v1,1v1,,,,,,,,,,,<memory at 0x11e62e390>,,VER 9.4,11.76,8,,False,1.0,False,,,,,0.487943672839506,,,,4.0
1,1838395,a70d3baf486b31b0e2bfc42fceb0e44d1878515f,199818864,3032141acdc35ab4d482ab4a-bcc2_s2,bcc2,,,0,1.0c,igz,,,1,16.0,144,Fortress,,False,False,,False,False,False,False,2009-03-29 09:52:28.000000,2020-04-17 23:20:07.255185,,0 days 00:02:44.295000000,True,False,False,1,3,200,0,False,150,True,True,1v1,1v1,,,,,,,,,,,<memory at 0x11e62e2c0>,,VER 9.4,11.76,8,,False,1.0,True,,,,,0.105565200617284,,,,4.0
2,1838394,5317ed384ad57efe0bf10cde8f7905e953af3669,199818864,3032141acdc35ab4d482ab4a-bcc2_s2,bcc2,,,0,1.0c,igz,,,1,16.0,144,Fortress,,False,False,,False,False,False,False,2009-03-29 10:12:12.000000,2020-04-17 23:20:04.450754,,0 days 00:29:51.945000000,True,False,False,1,3,200,0,False,150,True,True,1v1,1v1,,,,,,,,,,,<memory at 0x11e62e460>,,VER 9.4,11.76,8,,False,1.0,True,,,,,0.115644290123457,,,,4.0
3,1838393,b8fb5dba4bdafd03a0f7ad6d76552481e8724e73,199818864,3032141acdc35ab4d482ab4a-bcc2_s2,bcc2,,,0,1.0c,igz,,,0,,120,MFO@DoubleArabia,,False,True,,False,False,False,False,2009-03-29 13:28:26.000000,2020-04-17 23:20:00.581985,,0 days 01:21:03.825000000,True,False,False,0,3,200,0,False,150,True,True,1v1,1v1,,,,,,,,,,,<memory at 0x11e62e530>,,VER 9.4,11.76,8,,False,2.0,False,,,,,0.0105555555555556,,,,4.0
4,1838391,a800c8899971fd0b6f77999785dddc7f78ca6026,199818864,3032141acdc35ab4d482ab4a-bcc2_s2,bcc2,,,0,1.0c,igz,,,0,29.0,120,Arena,,False,False,,False,False,False,False,2009-03-29 11:50:00.000000,2020-04-17 23:19:52.694373,,0 days 00:39:27.990000000,True,False,False,0,3,200,2,False,150,True,False,1v1,1v1,,,,,,,,,,,<memory at 0x11e62e600>,,VER 9.4,11.76,8,,False,1.0,True,,,,,0.0,,,,4.0
5,1838392,fbbfa36ca351723c18e9c718653f49017719a6b2,199818864,3032141acdc35ab4d482ab4a-bcc2_s2,bcc2,,,0,1.0c,igz,,,0,29.0,120,Arena,,False,False,,False,False,False,False,2009-03-29 11:21:04.000000,2020-04-17 23:19:56.769704,,0 days 00:38:53.025000000,True,False,False,0,3,200,2,False,150,True,False,1v1,1v1,,,,,,,,,,,<memory at 0x11e62e6d0>,,VER 9.4,11.76,8,,False,1.0,True,,,,,0.0,,,,4.0
6,1838390,6f1be17ab30ff1bbd561de448716d213451f9422,199818864,3032141acdc35ab4d482ab4a-bcc2_s2,bcc2,,,0,1.0c,igz,,,1,9.0,120,Arabia,,False,False,,False,False,False,False,2009-03-29 09:48:48.000000,2020-04-17 23:19:49.563548,,0 days 00:24:52.020000000,True,False,False,0,3,200,0,False,150,True,True,1v1,1v1,,,,,,,,,,,<memory at 0x11e62e7a0>,,VER 9.4,11.76,8,,False,1.0,False,,,,,0.0,,,,4.0
7,1838388,9f15d4220be366b948706d8bfde1ad2c0ac49742,199818864,3032141acdc35ab4d482ab4a-bcc2_s2,bcc2,,,0,1.0c,igz,,,1,9.0,120,Arabia,,False,False,,False,False,False,False,2009-03-29 10:18:10.000000,2020-04-17 23:19:44.593702,,0 days 00:04:48.945000000,True,False,False,0,3,200,0,False,150,True,True,1v1,1v1,,,,,,,,,,,<memory at 0x11e62e870>,,VER 9.4,11.76,8,,False,1.0,False,,,,,0.0102083333333333,,,,4.0
8,1838389,2813bbfde8cf1815f538f3c482cf68353dff3500,199818864,3032141acdc35ab4d482ab4a-bcc2_s2,bcc2,,,0,1.0c,igz,,,0,9.0,120,Arabia,,False,False,,False,False,False,False,2009-03-29 10:49:12.000000,2020-04-17 23:19:46.768162,,0 days 00:48:25.425000000,True,False,False,0,3,200,0,False,150,True,True,1v1,1v1,,,,,,,,,,,<memory at 0x11e62e940>,,VER 9.4,11.76,8,,False,1.0,False,,,,,0.01125,,,,4.0
9,1992345,2144863759deda15bfa48766bf6744374afe2c51,199818863,3032141acdc35ab4d482ab4a-bcc2_s2,bcc2,,,0,1.0c,,,,0,18.0,120,Highland,,False,False,,False,False,False,False,2020-05-03 10:57:34.631000,2020-05-09 17:19:31.071481,,0 days 00:04:28.380000000,True,False,False,0,3,200,0,False,150,True,True,1v1,1v1,,,,,,,,,,,<memory at 0x11e62ea10>,,VER 9.4,11.76,8,,False,1.0,False,,,,,0.0,,,,4.0
